,SHEETBAR,DATE,LATITUDE,LONGITUDE,FLDNUM,STRATUM,LOCATCD,TN,TP,TEMP,DO,TURB,COND,VEL,SS,WDP,CHLcal,SECCHI,YEAR,MONTH,SEASON,PredictedTN,PredictedTP,PredictedVEL
3126,45009660,01/22/2002,37.6228001561646,-89.508815206057,5,1,254054,,,33.55394,14.9,16.0,631.0,,27.9,6.6,33.55394,61.0,2002,1,WINTER,3.228999999258667,0.16550000018533326,0.044229713200887345
3127,45009661,01/22/2002,37.6209337842896,-89.506637315287,5,1,254055,,,39.9665,14.2,17.0,612.0,,25.3,5.6,39.9665,61.0,2002,1,WINTER,3.2282360674981514,0.16569098312546215,0.0442207408436763
3128,45009662,01/22/2002,37.6210008143778,-89.5088994543425,5,1,254002,3.231,0.165,38.28702,14.4,18.0,627.0,,25.0,4.0,38.28702,61.0,2002,1,WINTER,3.231,0.165,0.04422484669863482
3129,45009663,01/22/2002,37.5728188905961,-89.5247355299864,5,1,254003,3.102,0.16,38.36336,13.8,16.0,619.0,,26.0,6.7,38.36336,60.0,2002,1,WINTER,3.102,0.16,0.04411795529212665
3130,45009664,01/22/2002,37.5619559262553,-89.5229773060001,5,1,254056,,,38.51604,14.2,18.0,632.0,,25.3,5.5,38.51604,59.0,2002,1,WINTER,2.997480554183827,0.16555954499022196,0.044076295121210626
3131,45009665,01/22/2002,37.5491601450815,-89.5167832112952,5,1,254004,2.914,0.17,38.8214,14.4,21.0,612.0,,23.2,1.5,38.8214,58.0,2002,1,WINTER,2.914,0.17,0.04400446566142738
3132,45009669,01/22/2002,37.5366311709439,-89.5196295022032,5,1,254057,,,37.37094,14.2,17.0,629.0,,25.2,4.9,37.37094,59.0,2002,1,WINTER,3.037700937716763,0.16545588392060873,0.04397002402630341
3133,45009670,01/22/2002,37.5255678817682,-89.5110946405825,5,1,254005,3.159,0.161,38.28702,13.5,18.0,626.0,,24.5,5.7,38.28702,58.0,2002,1,WINTER,3.159,0.161,0.04387399614137414
3134,45009688,01/24/2002,37.3275700479611,-89.472897569638,5,2,254027,1.381,0.071,24.46948,12.6,22.0,541.0,,21.8,3.0,24.46948,42.0,2002,1,WINTER,1.381,0.071,0.009999999999999998
3135,45009692,01/24/2002,37.3261868969082,-89.4718341357883,5,2,254102,,,25.8436,12.3,21.0,599.0,,21.6,3.7,25.8436,41.0,2002,1,WINTER,1.3943634603820536,0.07158102001661103,0.010000000000000002
3136,45009693,01/24/2002,37.3247700889494,-89.4696441700749,5,2,254029,1.404,0.072,22.63732,12.5,19.0,598.0,,19.4,5.9,22.63732,40.0,2002,1,WINTER,1.404,0.072,0.010000000000000002
3137,45009694,01/24/2002,37.3219980061719,-89.4522884485107,5,2,254030,1.392,0.059,23.85876,12.6,10.0,600.0,,10.4,3.7,23.85876,62.0,2002,1,WINTER,1.392,0.059,0.01
3138,45009695,01/24/2002,37.3244938734262,-89.4454021609291,5,2,254103,,,21.2632,12.7,12.0,593.0,,12.9,5.2,21.2632,61.0,2002,1,WINTER,1.3764850709930407,0.06346641895654881,0.01
3139,45009696,01/24/2002,37.3248759082717,-89.4431278655749,5,2,254028,1.326,0.078,21.03418,12.3,13.0,603.0,,15.2,7.3,21.03418,58.0,2002,1,WINTER,1.326,0.078,0.009999999999999998
3140,45009699,01/24/2002,37.2898346168387,-89.5220225138452,5,1,254080,,,38.66872,12.8,85.0,600.0,,136.5,9.1,38.66872,28.0,2002,1,WINTER,2.8125447942724913,0.16049239342542596,0.010000000000000002
3141,45009700,01/24/2002,37.2495823653122,-89.5013351091904,5,1,254015,3.258,0.314,35.23342,12.6,180.0,489.0,,335.4,6.4,35.23342,15.0,2002,1,WINTER,3.258,0.314,0.009999999999999998
3142,45009701,01/24/2002,37.2475996483075,-89.4952284056244,5,2,254104,,,22.33196,12.0,320.0,552.0,,422.8,3.8,22.33196,12.0,2002,1,WINTER,3.253749611302441,0.30856894777534144,0.01
3143,45009702,01/24/2002,37.2471831372427,-89.4963747098773,5,2,254105,,,23.24804,12.0,160.0,577.0,,178.3,5.0,23.24804,12.0,2002,1,WINTER,3.2514783556480773,0.30566678777254364,0.01
3144,45009703,01/24/2002,37.2467832779551,-89.4980837225303,5,2,254106,,,18.973,12.0,120.0,628.0,,81.2,5.3,18.973,15.0,2002,1,WINTER,3.239362403869136,0.2901852938327854,0.009999999999999998
3145,45009704,01/24/2002,37.2476163230902,-89.4957911307773,5,2,254031,3.204,0.245,19.58372,12.1,105.0,616.0,,67.8,5.3,19.58372,15.0,2002,1,WINTER,3.204,0.245,0.01
3146,45009708,01/24/2002,37.2463500797289,-89.4986672825613,5,2,254107,,,22.4083,12.1,105.0,612.0,,61.4,5.4,22.4083,17.0,2002,1,WINTER,3.236184363377487,0.28612446431567756,0.01
3147,45009709,01/24/2002,37.2529145037853,-89.4921642288933,5,1,254082,,,41.56964,13.5,27.0,608.0,,42.5,5.5,41.56964,45.0,2002,1,WINTER,3.2348571680084452,0.28442860356634647,0.010000000000000002
3148,45009710,01/24/2002,37.2665076518749,-89.5253515247057,5,1,254081,,,40.50088,13.4,51.0,609.0,,97.7,6.9,40.50088,43.0,2002,1,WINTER,3.2287472280807443,0.27662145810317307,0.010000000000000002
3149,45009728,01/25/2002,37.250041354039,-89.4562327558061,5,1,254014,2.928,0.197,45.3103,14.0,29.0,630.0,,45.9,5.3,45.3103,31.0,2002,1,WINTER,2.928,0.197,0.01
3150,45009732,01/25/2002,37.2464426461515,-89.4564014932393,5,1,254083,,,38.66872,15.6,30.0,629.0,,51.5,8.5,38.66872,26.0,2002,1,WINTER,2.9209486468601464,0.25252940597634616,0.01
3151,45009733,01/25/2002,37.242843935417,-89.4565702006883,5,1,254084,,,41.56964,14.7,35.0,610.0,,54.4,10.3,41.56964,29.0,2002,1,WINTER,2.921882347110917,0.2451765165015275,0.01
3152,45009734,01/25/2002,37.2339818810425,-89.4614926492016,5,1,254085,,,34.08832,14.3,55.0,585.0,,114.1,5.5,34.08832,25.0,2002,1,WINTER,2.9243810414617277,0.22549929848889372,0.01
3153,45009735,01/25/2002,37.2321825123213,-89.4615768476707,5,1,254086,,,41.18794,15.2,40.0,630.0,,62.5,5.7,41.18794,29.0,2002,1,WINTER,2.92482568385919,0.22199773960888133,0.01
3154,45009736,01/25/2002,37.2215879760139,-89.4688320355438,5,1,254016,2.92,0.26,33.55394,14.4,100.0,560.0,,140.9,3.6,33.55394,26.0,2002,1,WINTER,2.92,0.26,0.01
3155,45009737,01/25/2002,37.2016603603081,-89.4652565361069,5,1,254017,2.974,0.229,34.01198,14.8,93.0,573.0,,125.4,5.4,34.01198,24.0,2002,1,WINTER,2.974,0.229,0.3405224958526391
3156,45009738,01/25/2002,37.1996591846244,-89.4585923533388,5,1,254018,2.961,0.209,39.89016,14.5,50.0,602.0,,75.7,8.1,39.89016,26.0,2002,1,WINTER,2.961,0.209,0.3405344928445334
3157,45009739,01/25/2002,37.1757953373833,-89.4439452011275,5,1,254087,,,34.77538,15.1,33.0,607.0,,68.5,2.2,34.77538,29.0,2002,1,WINTER,2.967996070584049,0.21976318551392185,0.34064185155711446
3158,45009740,01/25/2002,37.1665953999993,-89.4376109727836,5,1,254088,,,32.86688,15.1,34.0,604.0,,71.4,4.4,32.86688,28.0,2002,1,WINTER,2.9794044245078486,0.2268931904937419,0.3406965391452091
3159,45009741,01/25/2002,37.1537968647156,-89.4314588152505,5,1,254089,,,36.76022,15.4,40.0,609.0,,75.3,5.0,36.76022,29.0,2002,1,WINTER,3.0245153601253714,0.22283433836509903,0.34078590504913864
3160,45009742,01/25/2002,37.1503336352382,-89.4361238648791,5,1,254090,,,34.16466,11.5,61.0,559.0,,131.9,3.3,34.16466,24.0,2002,1,WINTER,3.024818965859676,0.222600795492557,0.3408017503826052
3161,45009743,01/25/2002,37.1372636396859,-89.4209832160436,5,1,254091,,,33.32492,12.9,46.0,606.0,,71.7,4.4,33.32492,30.0,2002,1,WINTER,3.0268373406151823,0.22104819952678278,0.34094765868862864
3162,45009744,01/25/2002,37.1300663602597,-89.4213226251724,5,1,254019,2.997,0.244,34.08832,12.7,74.0,571.0,,132.6,8.6,34.08832,25.0,2002,1,WINTER,2.997,0.244,0.34102724427405606
3163,45009745,01/25/2002,37.1299984123605,-89.4190753949642,5,1,254092,,,39.43212,13.4,47.0,613.0,,81.4,7.3,39.43212,27.0,2002,1,WINTER,3.0274608714950104,0.2205685603884536,0.3410347246365232
3164,45009746,01/25/2002,37.1281311091449,-89.4169131117233,5,1,254020,3.049,0.204,39.12676,13.8,33.0,623.0,,73.5,6.4,39.12676,25.0,2002,1,WINTER,3.049,0.204,0.3410644636871232
3165,45009750,01/25/2002,37.1226651511494,-89.4149208815565,5,1,254093,,,35.46244,14.1,99.0,573.0,,134.0,7.4,35.46244,24.0,2002,1,WINTER,3.0171461280952157,0.2285029783882957,0.34114773622512096
3166,45009751,01/25/2002,37.1094561873553,-89.3952961064413,5,1,254094,,,30.95838,14.0,82.0,572.0,,143.5,6.3,30.95838,26.0,2002,1,WINTER,3.023350786028703,0.24940732750240752,0.3414520469601452
3167,45009752,01/25/2002,37.1112554630994,-89.3952107130083,5,1,254021,3.032,0.22,38.36336,13.8,38.0,620.0,,88.0,6.1,38.36336,25.0,2002,1,WINTER,3.032,0.22,0.3414047454863339
3168,45009753,01/25/2002,37.1147000026569,-89.3899848038191,5,2,254148,,,29.88962,13.4,170.0,556.0,,149.9,2.3,29.88962,12.0,2002,1,WINTER,3.0248585605624507,0.24428089408766712,0.3413051608815615
3169,45009754,01/25/2002,37.10191669681,-89.3844059546018,5,1,254022,3.022,0.254,34.31734,13.0,120.0,554.0,,132.5,4.2,34.31734,16.0,2002,1,WINTER,3.022,0.254,0.34162953243446664
3170,45009755,01/25/2002,37.1000488407335,-89.3822453204471,5,1,254023,2.991,0.239,33.78296,12.9,110.0,555.0,,164.7,3.3,33.78296,16.0,2002,1,WINTER,2.991,0.239,0.34167177637539026
3171,45009756,01/25/2002,37.098180950403,-89.3800847921095,5,1,254024,3.031,0.263,38.97408,12.9,90.0,565.0,,152.9,7.6,38.97408,17.0,2002,1,WINTER,3.031,0.263,0.341710358619024
3172,45009758,01/25/2002,37.0926458248434,-89.3758498540802,5,1,254025,3.027,0.198,34.85172,13.3,59.0,594.0,,94.7,9.1,34.85172,25.0,2002,1,WINTER,3.027,0.198,0.3418496347817612
3173,45009759,01/25/2002,37.0872480940322,-89.3761072120747,5,1,254095,,,39.66114,13.1,82.0,575.0,,134.7,8.7,39.66114,21.0,2002,1,WINTER,3.029713076584101,0.24208749449163267,0.3421460328264376
3174,45009760,01/25/2002,37.0657853507693,-89.3816268481282,5,1,254096,,,51.11214,13.3,52.0,604.0,,86.1,9.7,51.11214,29.0,2002,1,WINTER,3.081139676763889,0.1958383459988976,0.3471582482920084
3175,45009761,01/25/2002,37.0569260576268,-89.3865446042011,5,1,254097,,,46.22638,13.2,57.0,599.0,,94.2,6.5,46.22638,27.0,2002,1,WINTER,3.0791911449445126,0.19543626800442324,0.35037034730402183
3176,45009762,01/25/2002,37.0551952279899,-89.3888749746486,5,1,254098,,,46.37906,12.9,95.0,561.0,,109.4,10.5,46.37906,25.0,2002,1,WINTER,3.078790179336689,0.19535352906947553,0.34571714829644007
3177,45009763,01/25/2002,37.0532590235405,-89.3844705769903,5,1,254099,,,43.63082,13.4,49.0,602.0,,74.7,4.3,43.63082,29.0,2002,1,WINTER,3.1020952435833067,0.19938095399509018,0.3419047360785572
3178,45009764,01/25/2002,37.0576543793487,-89.3808893707551,5,2,254051,3.048,0.189,34.6227,13.6,47.0,598.0,,70.7,5.8,34.6227,34.0,2002,1,WINTER,3.048,0.189,0.36786069484134576
3179,45009765,01/25/2002,37.0567547476624,-89.3809321546716,5,2,254052,3.111,0.202,38.89774,13.4,49.0,599.0,0.3,71.5,2.4,38.89774,37.0,2002,1,WINTER,3.111,0.202,0.3
3180,45009766,01/25/2002,37.0530704759613,-89.3782971963573,5,2,254038,3.094,0.197,35.46244,13.5,48.0,600.0,0.38,61.0,1.8,35.46244,30.0,2002,1,WINTER,3.094,0.197,0.38
3181,45009770,01/25/2002,37.0516695560262,-89.3766777971599,5,2,254128,,,37.21826,13.4,51.0,603.0,0.49,82.2,2.0,37.21826,30.0,2002,1,WINTER,3.106958059477602,0.2008111939640006,0.49
3182,45009771,01/25/2002,37.0470855812675,-89.3740860583305,5,2,254129,,,40.65356,13.3,51.0,600.0,0.4,74.8,1.4,40.65356,30.0,2002,1,WINTER,3.015916419488815,0.21201607317522797,0.4
3183,45009772,01/25/2002,37.0443179954596,-89.3719700105485,5,2,254149,,,55.53986,13.6,52.0,600.0,0.49,87.9,1.7,55.53986,30.0,2002,1,WINTER,2.9836983636918553,0.20150684012730535,0.49
3184,45009773,01/25/2002,37.0424843791227,-89.3709334820987,5,2,254150,,,44.31788,13.7,50.0,600.0,0.42,79.1,1.7,44.31788,31.0,2002,1,WINTER,2.9837571712048536,0.20150886797258116,0.42
3185,45009774,01/25/2002,37.0416362992037,-89.3726597362142,5,2,254130,,,45.3103,11.7,49.0,,0.6,76.3,0.8,45.3103,30.0,2002,1,WINTER,2.984100651510784,0.20152071212106154,0.6
3186,45009775,01/25/2002,37.0388343188622,-89.3694216695763,5,2,254040,2.998,0.202,36.30218,13.7,52.0,599.0,0.61,71.8,1.3,36.30218,30.0,2002,1,WINTER,2.998,0.202,0.61
3187,45009776,01/25/2002,37.038851509156,-89.3699827733038,5,2,254039,2.969,0.201,36.22584,13.9,50.0,599.0,0.61,69.5,1.3,36.22584,30.0,2002,1,WINTER,2.969,0.201,0.61
3188,45009777,01/25/2002,37.0383845073324,-89.3694431148355,5,2,254131,,,54.77646,13.9,50.0,599.0,0.61,64.8,1.3,54.77646,30.0,2002,1,WINTER,2.9810121941468997,0.20141421359127243,0.61
3189,45009778,01/25/2002,37.0291129565372,-89.3608954325898,5,1,254101,,,34.6227,11.8,58.0,600.0,,84.5,7.9,34.6227,28.0,2002,1,WINTER,2.983332316745931,0.2014942178188252,0.61
3190,45009779,01/25/2002,37.0459934232879,-89.3825677412764,5,1,254026,2.938,0.227,38.4397,8.3,51.0,,,77.2,6.6,38.4397,27.0,2002,1,WINTER,2.938,0.227,0.446567532562715
3191,45009780,01/25/2002,37.0477926930043,-89.3824822435126,5,1,254100,,,36.68388,11.4,51.0,,,70.0,6.4,36.68388,27.0,2002,1,WINTER,3.059124912669785,0.20370674756350293,0.43411740435485446
3192,45009781,01/28/2002,37.3130285077166,-89.5141850713014,5,1,254079,,,38.058,13.9,21.0,615.0,,32.7,1.2,38.058,49.0,2002,1,WINTER,2.8139029693131317,0.16026175992795882,0.01
3193,45009782,01/28/2002,37.3364771266503,-89.4544274938354,5,1,254009,2.707,0.162,4.16304,15.0,28.0,595.0,,50.9,5.1,4.16304,41.0,2002,1,WINTER,2.707,0.162,0.01
3194,45009786,01/28/2002,37.3386140191411,-89.4656104184834,5,1,254075,,,37.37094,15.8,19.0,611.0,,32.2,5.2,37.37094,49.0,2002,1,WINTER,2.774333534905887,0.16249509952136681,0.009999999999999998
3195,45009787,01/28/2002,37.3370839416195,-89.4747088481218,5,1,254076,,,38.8214,15.6,22.0,601.0,,30.7,5.3,38.8214,45.0,2002,1,WINTER,1.6869186069812752,0.09025069209458092,0.01
3196,45009788,01/28/2002,37.3389505180979,-89.4768782178254,5,1,254008,2.843,0.163,37.75264,16.0,22.0,611.0,,31.0,6.2,37.75264,50.0,2002,1,WINTER,2.843,0.163,0.010000000000000002
3197,45009789,01/28/2002,37.3303559330457,-89.4908189004912,5,1,254010,2.93,0.167,35.15708,15.7,21.0,600.0,,27.6,8.5,35.15708,42.0,2002,1,WINTER,2.93,0.167,0.010000000000000002
3198,45009791,01/28/2002,37.3268240238851,-89.4932397313032,5,1,254011,2.809,0.176,40.3482,15.5,28.0,595.0,,35.1,6.3,40.3482,44.0,2002,1,WINTER,2.809,0.176,0.01
3199,45009792,01/28/2002,37.3234255886195,-89.5001666533033,5,1,254012,2.786,0.165,40.7299,15.5,21.0,609.0,,28.4,3.9,40.7299,50.0,2002,1,WINTER,2.786,0.165,0.009999999999999998
3200,45009793,01/28/2002,37.3214926440121,-89.4957439818389,5,1,254013,2.839,0.156,34.6227,15.4,27.0,595.0,,38.3,5.4,34.6227,44.0,2002,1,WINTER,2.839,0.156,0.01
3201,45009794,01/28/2002,37.3214258157134,-89.4934908826911,5,1,254078,,,19.50738,16.0,21.0,610.0,,23.1,2.0,19.50738,41.0,2002,1,WINTER,2.8165000041982196,0.1709999972011871,0.009999999999999998
3202,45009795,01/28/2002,37.3715113936577,-89.421169755229,5,1,254074,,,37.6763,13.8,28.0,588.0,,31.3,7.6,37.6763,45.0,2002,1,WINTER,2.326061391530776,0.12992871004190445,0.009999999999999998
3203,45009796,01/28/2002,37.3752464277604,-89.4255076316286,5,1,254073,,,41.03526,14.3,18.0,599.0,,26.9,5.9,41.03526,60.0,2002,1,WINTER,2.7243553376427623,0.11595584331968238,0.009999999999999998
3204,45009797,01/28/2002,37.3775351339014,-89.4118518078693,5,2,254043,0.694,0.101,31.72178,11.2,21.0,679.0,,16.4,2.8,31.72178,50.0,2002,1,WINTER,0.694,0.101,0.009999999999999998
3205,45009798,01/28/2002,37.3729685617359,-89.4098119141944,5,2,254135,,,34.241,10.9,27.0,683.0,,21.6,2.2,34.241,40.0,2002,1,WINTER,2.7898933897881832,0.13815025210850546,0.010000000000000002
3206,45009799,01/28/2002,37.3405765606658,-89.4260252098637,5,2,254136,,,29.43158,11.9,18.0,646.0,,21.3,3.3,29.43158,58.0,2002,1,WINTER,0.6819128980632667,0.08831805229180119,0.010000000000000002
3207,45009800,01/28/2002,37.3378265301199,-89.4244631968416,5,2,254137,,,30.50034,11.8,19.0,644.0,,22.7,1.5,30.50034,60.0,2002,1,WINTER,0.656617231475185,0.08388021604827808,0.009999999999999998
3208,45009801,01/28/2002,37.3329126338489,-89.425824660126,5,2,254046,0.72,0.095,32.17982,11.7,18.0,643.0,,25.5,1.0,32.17982,65.0,2002,1,WINTER,0.72,0.095,0.010000000000000002
3209,45009802,01/28/2002,37.3315631822975,-89.4258886739707,5,2,254047,0.737,0.091,31.1874,11.5,19.0,643.0,,24.6,2.2,31.1874,58.0,2002,1,WINTER,0.737,0.091,0.010000000000000002
3210,45009803,01/28/2002,37.3441239507623,-89.4241642423933,5,2,254045,0.606,0.075,34.47002,10.4,19.0,643.0,,19.3,3.0,34.47002,57.0,2002,1,WINTER,0.606,0.075,0.01
3211,45009804,01/28/2002,37.3521182364326,-89.420398976327,5,2,254044,0.729,0.077,37.44728,11.6,14.0,643.0,,15.4,3.7,37.44728,70.0,2002,1,WINTER,0.729,0.077,0.010000000000000002
3212,45009974,04/22/2002,37.2801387121852,-89.514013072123,5,2,251049,4.22,0.206,13.1089,6.8,92.0,523.0,1.1,150.4,2.5,13.1089,26.0,2002,4,SPRING,4.22,0.206,1.1
3213,45009978,04/22/2002,37.2786894819928,-89.5106975875561,5,2,251141,,,11.47615,6.5,120.0,523.0,1.09,150.6,3.0,11.47615,23.0,2002,4,SPRING,3.9052390178124226,0.26158545004589134,1.09
3214,45009979,04/22/2002,37.2759238339564,-89.5085705513481,5,2,251142,,,13.2644,6.5,92.0,524.0,1.04,157.6,5.1,13.2644,24.0,2002,4,SPRING,3.9361302450015883,0.2561301907763152,1.04
3215,45009980,04/22/2002,37.2713753408292,-89.5070898228854,5,2,251113,,,10.4654,7.3,87.0,533.0,1.0,139.1,4.0,10.4654,23.0,2002,4,SPRING,4.027360851170109,0.2116357197795978,1.0
3216,45009981,04/22/2002,37.2708922171973,-89.5059848200674,5,2,251143,,,0.0183,7.3,96.0,535.0,1.1,168.1,6.5,0.0183,22.0,2002,4,SPRING,4.042477324026414,0.21119348254178047,1.1
3217,45009982,04/22/2002,37.2676932826306,-89.5044418645015,5,2,251114,,,6.2669,6.9,96.0,525.0,1.06,152.9,5.3,6.2669,22.0,2002,4,SPRING,4.102419131938111,0.20943986582095955,1.06
3218,45009983,04/22/2002,37.2671768422272,-89.5022111821886,5,2,251144,,,12.7979,7.8,90.0,525.0,1.19,148.4,3.4,12.7979,22.0,2002,4,SPRING,4.123063537255721,0.2088359071547528,1.19
3219,45009984,04/22/2002,37.2653774047725,-89.5022945129485,5,2,251115,,,11.7094,8.4,94.0,526.0,1.22,137.0,5.6,11.7094,23.0,2002,4,SPRING,3.2810441806553152,0.22344298505687765,1.22
3220,45009985,04/22/2002,37.2630281713246,-89.4990216057685,5,2,251116,,,9.8434,7.3,86.0,525.0,0.86,110.2,1.6,9.8434,30.0,2002,4,SPRING,3.22693237040743,0.22406229046744,0.86
3221,45009986,04/22/2002,37.2617285743609,-89.5007726500788,5,2,251050,3.844,0.217,10.9319,6.7,93.0,525.0,0.88,124.2,3.6,10.9319,25.0,2002,4,SPRING,3.844,0.217,0.88
3222,45009987,04/22/2002,37.2612620591468,-89.5002306581169,5,2,251117,,,9.61015,6.7,70.0,526.0,1.06,113.3,4.0,9.61015,26.0,2002,4,SPRING,3.179172382986104,0.22460889976553816,1.06
3223,45009988,04/22/2002,37.2602456771954,-89.4963325901408,5,2,251118,,,11.16515,6.8,80.0,526.0,1.09,156.8,4.7,11.16515,28.0,2002,4,SPRING,3.3047353042737884,0.22317184201117268,1.09
3224,45009989,04/22/2002,37.2592792412832,-89.4941230676968,5,2,251145,,,11.47615,8.9,84.0,522.0,0.75,162.6,3.7,11.47615,30.0,2002,4,SPRING,3.710666973299637,0.22699997700252728,0.75
3225,45009990,04/29/2002,37.2087906542466,-89.462670747248,5,1,251086,,,15.1304,7.1,320.0,402.0,,392.6,10.7,15.1304,11.0,2002,4,SPRING,3.4560265694810495,0.42615113020282136,0.9049872072333114
3226,45009991,04/23/2002,37.2569965865818,-89.493101852749,5,2,251119,,,13.5754,6.5,150.0,517.0,0.91,252.0,4.7,13.5754,21.0,2002,4,SPRING,3.73053048118535,0.2255102139110987,0.91
3227,45009992,04/23/2002,37.2565967874632,-89.494811105312,5,2,251146,,,,6.4,160.0,514.0,0.9,285.7,4.1,,21.0,2002,4,SPRING,3.4141830677437155,0.22191922097002897,0.9
3228,45009993,04/23/2002,37.254379516242,-89.4808252689597,5,1,251017,3.644,0.232,11.94265,6.7,90.0,518.0,,174.6,7.5,11.94265,20.0,2002,4,SPRING,3.644,0.232,0.9047120905240643
3229,45009994,04/23/2002,37.2480661807386,-89.4957702734975,5,2,251106,,,9.76565,6.7,76.0,477.0,,155.1,7.1,9.76565,26.0,2002,4,SPRING,3.455334280587228,0.22935338670162445,0.9051737300888099
3230,45009995,04/23/2002,37.24719980642,-89.4969374326242,5,2,251107,,,2.3794,6.4,31.0,464.0,,19.9,5.6,2.3794,28.0,2002,4,SPRING,3.475081304391497,0.22963039905960014,0.9051806465824757
3231,45009996,04/23/2002,37.2497154627345,-89.5058370707539,5,1,251020,3.145,0.225,11.2429,6.4,130.0,518.0,,214.2,11.6,11.2429,20.0,2002,4,SPRING,3.145,0.225,0.9840863980182653
3232,45009997,04/23/2002,37.2534473039868,-89.5101728691834,5,1,251081,,,14.43065,6.6,160.0,481.0,,260.9,4.8,14.43065,21.0,2002,4,SPRING,3.625256174283521,0.21950350587372225,0.9698536496639376
3233,45009998,04/23/2002,37.264708169824,-89.5254343028431,5,1,251016,3.378,0.249,13.2644,6.9,145.0,500.0,,210.5,12.9,13.2644,23.0,2002,4,SPRING,3.378,0.249,1.050949223479537
3234,45009999,04/23/2002,37.2825704752064,-89.5201021744033,5,1,251080,,,9.92115,6.5,95.0,510.0,,141.1,5.7,9.92115,23.0,2002,4,SPRING,3.68888588228741,0.2899857115760095,0.8304286527197149
3235,45010000,04/23/2002,37.2838371821352,-89.5172249110901,5,2,251047,3.626,0.291,16.3744,6.1,125.0,509.0,0.8,275.8,3.0,16.3744,20.0,2002,4,SPRING,3.626,0.291,0.8
3236,45010001,04/23/2002,37.2873863281881,-89.5153697402805,5,2,251046,3.538,0.187,10.38765,6.0,71.0,512.0,0.02,85.7,11.1,10.38765,32.0,2002,4,SPRING,3.538,0.187,0.02
3237,45010005,04/23/2002,37.282920865546,-89.5167034228153,5,2,251140,,,15.20815,6.2,140.0,509.0,0.84,287.2,8.3,15.20815,25.0,2002,4,SPRING,3.6643181076330675,0.29038196600591826,0.84
3238,45010006,04/23/2002,37.2824710004869,-89.5167241818015,5,2,251048,3.75,0.289,14.11965,5.9,145.0,521.0,0.86,252.6,2.9,14.11965,23.0,2002,4,SPRING,3.75,0.289,0.86
3239,45010007,04/23/2002,37.2933672630877,-89.5196043123166,5,1,251015,3.365,0.274,14.89715,6.3,160.0,504.0,,262.1,14.0,14.89715,20.0,2002,4,SPRING,3.365,0.274,0.476913550743983
3240,45010008,04/23/2002,37.2968334636653,-89.5149334578316,5,1,251014,3.545,0.312,13.1089,6.3,180.0,507.0,,231.1,10.0,13.1089,20.0,2002,4,SPRING,3.545,0.312,0.4734109731497323
3241,45010009,04/23/2002,37.300498758803,-89.5170197253993,5,1,251079,,,14.74165,6.3,150.0,516.0,,274.5,9.4,14.74165,23.0,2002,4,SPRING,3.428293091395621,0.2873618748501867,0.45553153835238497
3242,45010010,04/23/2002,37.3022982138549,-89.5169366395902,5,1,251078,,,13.1089,6.4,120.0,521.0,,251.0,9.5,13.1089,23.0,2002,4,SPRING,3.4339007242218145,0.2885457084468276,0.45081361810995535
3243,45010011,04/23/2002,37.3162946057119,-89.5027537661783,5,1,251077,,,16.29665,6.2,24.0,509.0,,300.0,9.8,16.29665,22.0,2002,4,SPRING,3.554658657741065,0.3114146268035718,0.9498943782094538
3244,45010012,04/23/2002,37.3232920517711,-89.4956603256689,5,1,251013,3.578,0.31,14.5084,6.3,178.0,504.0,,310.9,8.6,14.5084,24.0,2002,4,SPRING,3.578,0.31,0.9531186059721077
3245,45010013,04/23/2002,37.3249577421173,-89.4910702571237,5,1,251076,,,12.7979,6.3,140.0,507.0,,206.5,14.4,12.7979,23.0,2002,4,SPRING,3.369235613930275,0.28170592569750974,0.9558789850053406
3246,45010014,04/23/2002,37.3320883887192,-89.4884816946124,5,1,251075,,,14.0419,6.2,170.0,504.0,,280.3,8.2,14.0419,22.0,2002,4,SPRING,3.4448590550317677,0.29195525654276705,0.9600485787209134
3247,45010015,04/24/2002,37.3384116059336,-89.4588498288785,5,1,251074,,,10.85415,6.2,215.0,466.0,,112.0,11.1,10.85415,15.0,2002,4,SPRING,3.1108615595324154,0.21708064007622171,0.8149348311877277
3248,45010016,04/24/2002,37.3419427019501,-89.4564270243412,5,1,251012,2.904,0.183,8.05515,6.0,230.0,513.0,,142.9,4.6,8.05515,18.0,2002,4,SPRING,2.904,0.183,0.870512597498431
3249,45010017,04/24/2002,37.3432678393935,-89.4405668505171,5,1,251011,3.165,0.226,11.7094,5.9,335.0,459.0,,230.2,12.6,11.7094,15.0,2002,4,SPRING,3.165,0.226,0.9128736169394096
3250,45010018,04/24/2002,37.348461813638,-89.4335504069752,5,1,251010,3.362,0.281,13.03115,5.9,395.0,466.0,,277.7,11.7,13.03115,18.0,2002,4,SPRING,3.362,0.281,0.9171829891078827
3251,45010019,04/24/2002,37.3521283900946,-89.4356338232582,5,1,251009,3.146,0.237,12.09815,5.9,370.0,465.0,,231.5,10.6,12.09815,20.0,2002,4,SPRING,3.146,0.237,0.8989647361022219
3252,45010020,04/24/2002,37.382375175418,-89.4229108502174,5,1,251073,,,9.0659,6.1,165.0,463.0,,107.5,6.9,9.0659,18.0,2002,4,SPRING,3.1680432679889545,0.21913671301577187,1.0006047404553426
