,SHEETBAR,DATE,LATITUDE,LONGITUDE,FLDNUM,STRATUM,LOCATCD,TN,TP,TEMP,DO,TURB,COND,VEL,SS,WDP,CHLcal,SECCHI,MONTH,SEASON,YEAR,PREDICTED_TN,PREDICTED_TP,PREDICTED_TEMP,PREDICTED_DO,PREDICTED_TURB,PREDICTED_COND,PREDICTED_VEL,PREDICTED_SS,PREDICTED_WDP,PREDICTED_CHLcal,PREDICTED_SECCHI
3075,41008495,07/28/1999,44.3734168708275,-91.9766493244826,1,2,9912025,1.42,0.101,27.8,8.4,12.0,238.0,0.15,15.0,1.9,20.10308,78.0,7,SUMMER,1999,1.42,0.101,27.8,8.4,12.0,238.0,0.15,15.0,1.9,20.10308,78.0
3076,41008496,07/28/1999,44.3762290818175,-91.9891527423718,1,2,9912095,,,28.5,8.6,7.0,243.0,0.05,9.0,0.82,18.90272,82.0,7,SUMMER,1999,1.788324408505073,0.17380818346498592,28.5,8.6,7.0,243.0,0.05,9.0,0.82,18.90272,82.0
3077,41008497,07/28/1999,44.3762401827385,-91.9904077916557,1,2,9912094,,,28.2,8.4,8.0,224.0,0.03,17.0,0.38,20.3603,38.0,7,SUMMER,1999,1.8064850146536704,0.18050676770012433,28.2,8.4,8.0,224.0,0.03,17.0,0.38,20.3603,38.0
3078,41008498,07/28/1999,44.3758288510427,-91.9948081701129,1,3,9912120,,,27.2,7.9,13.0,217.0,0.09,14.2,0.78,25.41896,78.0,7,SUMMER,1999,1.8439402272703833,0.19432221497678073,27.2,7.9,13.0,217.0,0.09,14.2,0.78,25.41896,78.0
3079,41008499,07/28/1999,44.3794625396258,-91.9985119243999,1,3,9912119,,,27.6,3.1,27.0,329.0,0.0,36.2,0.6,245.94224,60.0,7,SUMMER,1999,1.308518304284279,0.13432606843105455,27.6,3.1,27.0,329.0,0.0,36.2,0.6,245.94224,60.0
3080,41008500,07/28/1999,44.3835022133328,-91.9971876542415,1,3,9912036,1.505,0.115,28.4,9.4,12.0,291.0,0.02,14.4,1.1,18.98846,56.0,7,SUMMER,1999,1.505,0.115,28.4,9.4,12.0,291.0,0.02,14.4,1.1,18.98846,56.0
3081,41008501,07/28/1999,44.3920922622645,-92.0014480491614,1,2,9912180,1.336,0.064,27.6,8.6,13.0,201.0,0.24,17.7,0.64,31.84946,55.0,7,SUMMER,1999,1.336,0.064,27.6,8.6,13.0,201.0,0.24,17.7,0.64,31.84946,55.0
3082,41008503,07/29/1999,44.5588747967762,-92.4279740772026,1,1,9912078,,,27.9,7.1,38.0,430.0,,48.0,2.3,33.39278,34.0,7,SUMMER,1999,2.1999235613977683,0.20058404759605603,27.9,7.1,38.0,430.0,0.047870564809312274,48.0,2.3,33.39278,34.0
3083,41008504,07/29/1999,44.5553208258322,-92.437452050714,1,3,9912116,,,28.7,7.8,27.0,434.0,0.09,32.0,1.3,16.502,35.0,7,SUMMER,1999,2.22362122885872,0.20552964776181976,28.7,7.8,27.0,434.0,0.09,32.0,1.3,16.502,35.0
3084,41008505,07/29/1999,44.5598588863716,-92.4449634353772,1,3,9912045,3.241,0.185,29.0,9.2,31.0,443.0,0.05,36.5,0.99,27.6482,30.0,7,SUMMER,1999,3.241,0.185,29.0,9.2,31.0,443.0,0.05,36.5,0.99,27.6482,30.0
3085,41008506,07/29/1999,44.5607985882338,-92.4531393371478,1,1,9912006,3.85,0.179,28.1,6.9,40.0,438.0,,37.9,2.8,14.3585,32.0,7,SUMMER,1999,3.85,0.179,28.1,6.9,40.0,438.0,0.4176367573236288,37.9,2.8,14.3585,32.0
3086,41008507,07/29/1999,44.5657498024197,-92.4530929504666,1,2,9912016,3.561,0.162,28.0,6.9,40.0,428.0,0.46,51.0,1.9,14.01554,29.0,7,SUMMER,1999,3.561,0.162,28.0,6.9,40.0,428.0,0.46,51.0,1.9,14.01554,29.0
3087,41008508,07/29/1999,44.5666740326217,-92.4581216195457,1,2,9912023,3.498,0.183,27.9,7.1,34.0,409.0,0.45,42.7,3.0,16.24478,33.0,7,SUMMER,1999,3.498,0.183,27.9,7.1,34.0,409.0,0.45,42.7,3.0,16.24478,33.0
3088,41008509,07/29/1999,44.5784271970012,-92.4687189498148,1,3,9912030,1.765,0.445,30.6,12.1,35.0,437.0,0.01,40.2,0.98,92.21042,29.0,7,SUMMER,1999,1.765,0.445,30.6,12.1,35.0,437.0,0.01,40.2,0.98,92.21042,29.0
3089,41008514,07/29/1999,44.551622170061,-92.4179730645082,1,4,9912125,,,28.6,7.1,31.0,434.0,,39.1,5.0,18.81698,29.0,7,SUMMER,1999,2.280749441030124,0.1855601098270333,28.6,7.1,31.0,434.0,0.05634395105225703,39.1,5.0,18.81698,29.0
3090,41008515,07/29/1999,44.5497437531505,-92.4028841813824,1,4,9912127,,,28.6,7.1,32.0,433.0,,34.8,2.3,13.24388,36.0,7,SUMMER,1999,2.9160998235111264,0.1667321395907112,28.6,7.1,32.0,433.0,0.05783116705523758,34.8,2.3,13.24388,36.0
3091,41008516,07/29/1999,44.551423455607,-92.3802049501101,1,4,9912126,,,29.6,7.6,31.0,419.0,,32.6,5.5,4.15544,30.0,7,SUMMER,1999,3.2417615111057585,0.15391973419194357,29.6,7.6,31.0,419.0,0.058540227788980465,32.6,5.5,4.15544,30.0
3092,41008517,07/29/1999,44.5550515184706,-92.3852027653926,1,4,9912057,3.722,0.145,29.4,7.5,34.0,410.0,,34.5,5.2,20.789,29.0,7,SUMMER,1999,3.722,0.145,29.4,7.5,34.0,410.0,0.05830206180690482,34.5,5.2,20.789,29.0
3093,41008518,07/29/1999,44.5568383574391,-92.3826657107271,1,4,9912122,,,29.6,7.8,32.0,411.0,,30.4,5.1,20.87474,33.0,7,SUMMER,1999,3.476026408270877,0.14956860311532547,29.6,7.8,32.0,411.0,0.05834784269954755,30.4,5.1,20.87474,33.0
3094,41008519,07/29/1999,44.5549968560208,-92.3751306998129,1,4,9912123,,,30.1,9.7,23.0,419.0,,22.6,5.5,25.41896,31.0,7,SUMMER,1999,2.9702835370749483,0.15896204425938062,30.1,9.7,23.0,419.0,0.05858619170780105,22.6,5.5,25.41896,31.0
3095,41008520,07/28/1999,44.5529246782809,-92.3273095317656,1,4,9912124,,,29.8,10.5,15.0,444.0,,15.8,3.7,26.44784,49.0,7,SUMMER,1999,2.9151544383457857,0.11354919077833847,29.8,10.5,15.0,444.0,0.018459467715328772,15.8,3.7,26.44784,49.0
3096,41008521,07/29/1999,44.5546350937343,-92.3121809619937,1,4,9912058,2.517,0.108,30.9,13.7,10.0,452.0,,11.1,2.4,34.42166,55.0,7,SUMMER,1999,2.517,0.108,30.9,13.7,10.0,452.0,0.017898400326354594,11.1,2.4,34.42166,55.0
3097,41008522,07/29/1999,44.5403366417339,-92.329972025676,1,4,9912059,3.378,0.12,31.5,9.6,22.0,415.0,,22.3,7.4,21.47492,30.0,7,SUMMER,1999,3.378,0.12,31.5,9.6,22.0,415.0,0.017297378751027895,22.3,7.4,21.47492,30.0
3098,41008523,07/28/1999,44.5385509735791,-92.3325099559377,1,4,9912128,,,31.8,9.8,24.0,410.0,,24.2,8.0,28.9343,36.0,7,SUMMER,1999,3.222200080991022,0.1515999835730663,31.8,9.8,24.0,410.0,0.01724886185360617,24.2,8.0,28.9343,36.0
3099,41008524,07/29/1999,44.5276290819112,-92.3124988628019,1,4,9912060,3.483,0.166,30.8,9.9,21.0,419.0,,21.1,7.5,24.47582,34.0,7,SUMMER,1999,3.483,0.166,30.8,9.9,21.0,419.0,0.0148435187069066,21.1,7.5,24.47582,34.0
3100,41008525,07/29/1999,44.5149343729987,-92.2975495428966,1,4,9912061,3.432,0.161,30.5,10.7,15.0,450.0,,14.3,8.0,25.076,45.0,7,SUMMER,1999,3.432,0.161,30.5,10.7,15.0,450.0,0.01323811886842646,14.3,8.0,25.076,45.0
3101,41008526,07/29/1999,44.5077327546443,-92.2976360444698,1,4,9912062,3.184,0.094,30.1,9.2,17.0,440.0,,15.8,9.0,20.18882,45.0,7,SUMMER,1999,3.184,0.094,30.1,9.2,17.0,440.0,0.012458788418844454,15.8,9.0,20.18882,45.0
3102,41008527,07/30/1999,44.440730946564,-92.2381213871706,1,4,9912069,3.388,0.101,30.4,10.8,12.0,438.0,,9.4,9.2,15.98756,58.0,7,SUMMER,1999,3.388,0.101,30.4,10.8,12.0,438.0,0.017692593678134683,9.4,9.2,15.98756,58.0
3103,41008528,07/30/1999,44.4299285180589,-92.2382617395305,1,4,9912133,,,30.5,11.0,8.0,451.0,,9.2,8.7,29.44874,77.0,7,SUMMER,1999,2.39213639672413,0.15345221611987026,30.5,11.0,8.0,451.0,0.01826236852158841,9.2,8.7,29.44874,77.0
3104,41008529,07/30/1999,44.4315930901475,-92.2181372920055,1,4,9912132,,,30.7,10.8,8.0,443.0,,9.4,9.0,20.10308,67.0,7,SUMMER,1999,2.41485284565624,0.16091687430969534,30.7,10.8,8.0,443.0,0.01927775378241981,9.4,9.0,20.10308,67.0
3105,41008530,07/30/1999,44.4442472326845,-92.2255087056069,1,4,9912068,2.774,0.122,30.3,14.2,7.0,454.0,,9.0,8.5,37.67978,81.0,7,SUMMER,1999,2.774,0.122,30.3,14.2,7.0,454.0,0.01821740496822826,9.0,8.5,37.67978,81.0
3106,41008535,07/30/1999,44.4478820022922,-92.2304877775105,1,4,9912066,2.505,0.103,30.3,13.7,7.0,454.0,,8.3,8.4,32.62112,79.0,7,SUMMER,1999,2.505,0.103,30.3,13.7,7.0,454.0,0.017737527692109803,8.3,8.4,32.62112,79.0
3107,41008536,07/30/1999,44.4622511694455,-92.2252707057063,1,4,9912130,,,30.1,13.9,8.0,456.0,,7.9,3.9,34.76462,83.0,7,SUMMER,1999,3.172584856546438,0.12453499537246573,30.1,13.9,8.0,456.0,0.017316463805982275,7.9,3.9,34.76462,83.0
3108,41008537,07/30/1999,44.4696205297044,-92.2503180696842,1,4,9912065,3.298,0.127,31.1,11.1,11.0,422.0,,12.0,7.4,24.90452,64.0,7,SUMMER,1999,3.298,0.127,31.1,11.1,11.0,422.0,0.015411316509691953,12.0,7.4,24.90452,64.0
3109,41008538,07/30/1999,44.4643011405829,-92.2629574371161,1,4,9912129,,,30.4,10.6,11.0,429.0,,11.6,9.3,29.19152,53.0,7,SUMMER,1999,3.731775769227308,0.14615534023653354,30.4,10.6,11.0,429.0,0.014975502365251858,11.6,9.3,29.19152,53.0
3110,41008539,07/30/1999,44.4734312214232,-92.2829597154992,1,4,9912064,3.211,0.108,30.1,9.1,13.0,423.0,,12.2,8.8,18.2168,42.0,7,SUMMER,1999,3.211,0.108,30.1,9.1,13.0,423.0,0.014022709407617276,12.2,8.8,18.2168,42.0
3111,41008540,07/30/1999,44.4861278440741,-92.2978953551087,1,4,9912063,3.174,0.13,30.5,10.0,13.0,421.0,,13.8,8.8,23.44694,50.0,7,SUMMER,1999,3.174,0.13,30.5,10.0,13.0,421.0,0.012561363871648135,13.8,8.8,23.44694,50.0
3112,41008541,07/30/1999,44.4477099022847,-92.2053545966045,1,4,9912067,2.953,0.131,31.0,25.0,9.0,452.0,,8.6,7.8,33.65,82.0,7,SUMMER,1999,2.953,0.131,31.0,25.0,9.0,452.0,0.019256179916181948,8.6,7.8,33.65,82.0
3113,41008542,07/30/1999,44.4402031660061,-92.1627315891592,1,4,9912131,,,31.5,25.0,7.0,446.0,,11.5,2.5,45.48212,76.0,7,SUMMER,1999,2.261901776771254,0.1701470717216411,31.5,25.0,7.0,446.0,0.07750646713257406,11.5,2.5,45.48212,76.0
3114,41008543,07/30/1999,44.4383100008132,-92.1501929257307,1,4,9912070,2.478,0.155,31.2,25.0,8.0,447.0,,12.7,2.7,45.48212,79.0,7,SUMMER,1999,2.478,0.155,31.2,25.0,8.0,447.0,0.07723696125675553,12.7,2.7,45.48212,79.0
3115,41008544,07/30/1999,44.4294009351778,-92.1628858259615,1,4,9912072,2.965,0.128,31.4,25.0,7.0,449.0,,9.6,8.2,39.13736,72.0,7,SUMMER,1999,2.965,0.128,31.4,25.0,7.0,449.0,0.0773024584324338,9.6,8.2,39.13736,72.0
3116,41008545,07/30/1999,44.4240365245633,-92.1679874451531,1,4,9912134,,,30.5,12.5,7.0,456.0,,8.2,8.8,34.76462,90.0,7,SUMMER,1999,3.3639499761851512,0.13581525139914943,30.5,12.5,7.0,456.0,0.07734304766459776,8.2,8.8,34.76462,90.0
3117,41008546,07/30/1999,44.4203063232362,-92.1504537704939,1,4,9912135,,,30.5,11.9,6.0,461.0,,7.8,9.3,29.70596,88.0,7,SUMMER,1999,4.080004295411862,0.15016227825437464,30.5,11.9,6.0,461.0,0.07681574449188634,7.8,9.3,29.70596,88.0
3118,41008547,07/30/1999,44.4310333246896,-92.1402470703693,1,4,9912071,2.787,0.141,31.1,25.0,7.0,451.0,,8.8,6.8,42.82418,72.0,7,SUMMER,1999,2.787,0.141,31.1,25.0,7.0,451.0,0.076777948575519,8.8,6.8,42.82418,72.0
3119,41008548,07/30/1999,44.4145599852753,-92.1053187760385,1,1,9912007,2.22,0.097,30.8,25.0,8.0,457.0,,10.0,1.9,35.87924,98.0,7,SUMMER,1999,2.22,0.097,30.8,25.0,8.0,457.0,0.07385300310532658,10.0,1.9,35.87924,98.0
3120,41008549,07/30/1999,44.4090598775182,-92.0928431989643,1,1,9912079,,,28.9,8.8,4.0,470.0,,5.1,6.9,19.33142,135.0,7,SUMMER,1999,1.5697962313297003,0.09788947163976786,28.9,8.8,4.0,470.0,0.07104895778277967,5.1,6.9,19.33142,135.0
3121,41008550,07/30/1999,44.4053182083583,-92.0753189503859,1,1,9912008,0.758,0.099,29.1,8.8,10.0,149.0,,13.7,2.5,21.38918,92.0,7,SUMMER,1999,0.758,0.099,29.1,8.8,10.0,149.0,0.06062077156015031,13.7,2.5,21.38918,92.0
3122,41008551,07/30/1999,44.405277432849,-92.0702961449967,1,1,9912080,,,29.2,8.9,14.0,115.0,,15.4,1.8,25.84766,81.0,7,SUMMER,1999,0.8555000355180064,0.11650000637502679,29.2,8.9,14.0,115.0,0.05731936540902857,15.4,1.8,25.84766,81.0
3123,41008552,07/30/1999,44.405236436499,-92.0652733502641,1,1,9912009,0.953,0.134,28.9,8.4,14.0,179.0,,16.9,4.4,21.6464,91.0,7,SUMMER,1999,0.953,0.134,28.9,8.4,14.0,179.0,0.0650184503281655,16.9,4.4,21.6464,91.0
3124,41008553,08/02/1999,44.3362545119101,-91.9490722347783,1,3,9912055,2.469,0.14,25.7,7.7,4.0,462.0,0.0,4.2,0.59,8.01374,59.0,8,SUMMER,1999,2.469,0.14,25.7,7.7,4.0,462.0,0.0,4.2,0.59,8.01374,59.0
3125,41008554,08/02/1999,44.3371431106161,-91.9478019566114,1,3,9912054,2.692,0.138,26.0,4.3,2.0,467.0,0.0,0.02,1.8,2.18342,155.0,8,SUMMER,1999,2.692,0.138,26.0,4.3,2.0,467.0,0.0,0.02,1.8,2.18342,155.0
3126,41008559,08/02/1999,44.3334787790021,-91.9409686866916,1,3,9912041,2.761,0.158,26.7,5.9,5.0,460.0,0.2,4.8,0.82,19.24568,82.0,8,SUMMER,1999,2.761,0.158,26.7,5.9,5.0,460.0,0.2,4.8,0.82,19.24568,82.0
3127,41008560,08/02/1999,44.3312167837389,-91.9397551179758,1,3,9912112,,,27.1,6.8,6.0,459.0,0.09,5.7,0.36,14.61572,36.0,8,SUMMER,1999,3.0604847486718296,0.15260927452390705,27.1,6.8,6.0,459.0,0.09,5.7,0.36,14.61572,36.0
3128,41008561,08/02/1999,44.3308305295928,-91.9466605655198,1,3,9912113,,,26.3,6.6,6.0,464.0,0.04,6.4,1.7,13.58684,100.0,8,SUMMER,1999,2.510062901417194,0.18413938120825485,26.3,6.6,6.0,464.0,0.04,6.4,1.7,13.58684,100.0
3129,41008562,08/02/1999,44.3262776210591,-91.9410982722902,1,3,9912042,2.753,0.144,26.4,6.7,6.0,465.0,0.07,4.3,1.5,15.98756,115.0,8,SUMMER,1999,2.753,0.144,26.4,6.7,6.0,465.0,0.07,4.3,1.5,15.98756,115.0
3130,41008563,08/02/1999,44.3236004057786,-91.9436546696045,1,3,9912056,2.608,0.136,26.8,7.2,4.0,466.0,,4.8,1.6,8.3567,120.0,8,SUMMER,1999,2.608,0.136,26.8,7.2,4.0,466.0,0.06317760029627983,4.8,1.6,8.3567,120.0
3131,41008564,08/02/1999,44.3279432992478,-91.9266448997584,1,2,9912019,2.509,0.152,26.9,6.9,6.0,400.0,0.16,7.6,2.2,17.01644,118.0,8,SUMMER,1999,2.509,0.152,26.9,6.9,6.0,400.0,0.16,7.6,2.2,17.01644,118.0
3132,41008565,08/02/1999,44.3375294262071,-91.9408957735267,1,1,9912013,2.812,0.126,27.3,6.9,7.0,431.0,,8.2,4.7,31.9352,77.0,8,SUMMER,1999,2.812,0.126,27.3,6.9,7.0,431.0,0.3305995363613979,8.2,4.7,31.9352,77.0
3133,41008566,08/02/1999,44.3334496648758,-91.9378333947302,1,2,9912098,,,27.2,6.4,4.0,456.0,0.48,5.0,2.8,15.38738,115.0,8,SUMMER,1999,3.025646520912965,0.16145491541661833,27.2,6.4,4.0,456.0,0.48,5.0,2.8,15.38738,115.0
3134,41008567,08/02/1999,44.3311642585123,-91.9341118149977,1,2,9912090,,,27.4,6.9,7.0,433.0,0.45,8.3,3.6,32.7926,86.0,8,SUMMER,1999,2.721499988142785,0.14750000003939273,27.4,6.9,7.0,433.0,0.45,8.3,3.6,32.7926,86.0
3135,41008568,08/02/1999,44.3306907535798,-91.9316118567583,1,2,9912018,2.571,0.148,27.1,6.8,8.0,410.0,0.51,8.7,2.5,32.02094,101.0,8,SUMMER,1999,2.571,0.148,27.1,6.8,8.0,410.0,0.51,8.7,2.5,32.02094,101.0
3136,41008569,08/02/1999,44.3410306335601,-91.9301695898677,1,3,9912053,1.37,0.147,27.0,7.7,10.0,270.0,0.0,10.7,1.9,20.789,61.0,8,SUMMER,1999,1.37,0.147,27.0,7.7,10.0,270.0,0.0,10.7,1.9,20.789,61.0
3137,41008570,08/02/1999,44.3428719511008,-91.9345269459342,1,3,9912121,,,26.4,9.5,14.0,281.0,0.0,14.2,0.79,38.27996,57.0,8,SUMMER,1999,1.1475035082124254,0.15667376051250326,26.4,9.5,14.0,281.0,0.0,14.2,0.79,38.27996,57.0
3138,41008571,08/02/1999,44.3456015852798,-91.9376139618591,1,2,9912089,,,26.6,8.8,12.0,294.0,0.06,12.1,0.97,37.33682,75.0,8,SUMMER,1999,1.369849820580087,0.17158306953551544,26.6,8.8,12.0,294.0,0.06,12.1,0.97,37.33682,75.0
3139,41008572,08/02/1999,44.3491729330137,-91.9344127916044,1,3,9912052,1.078,0.088,26.6,9.8,11.0,313.0,0.01,12.2,0.76,33.13556,49.0,8,SUMMER,1999,1.078,0.088,26.6,9.8,11.0,313.0,0.01,12.2,0.76,33.13556,49.0
3140,41008573,08/02/1999,44.3496112921374,-91.9331501774122,1,3,9912051,1.552,0.152,24.3,8.7,8.0,328.0,0.03,7.9,0.52,16.0733,52.0,8,SUMMER,1999,1.552,0.152,24.3,8.7,8.0,328.0,0.03,7.9,0.52,16.0733,52.0
3141,41008574,08/02/1999,44.3495937002055,-91.9312684905158,1,2,9912088,,,24.1,8.5,14.0,330.0,0.2,31.0,0.5,15.2159,50.0,8,SUMMER,1999,1.3764232028705283,0.12829342823568313,24.1,8.5,14.0,330.0,0.2,31.0,0.5,15.2159,50.0
3142,41008575,08/02/1999,44.348687690681,-91.9306576299349,1,3,9912111,,,26.7,13.7,10.0,311.0,0.04,14.4,1.4,39.6518,64.0,8,SUMMER,1999,1.3511650684867833,0.12488304722184415,26.7,13.7,10.0,311.0,0.04,14.4,1.4,39.6518,64.0
3143,41008576,08/02/1999,44.3412226105769,-91.9508652192355,1,1,9912084,,,28.1,7.0,5.0,456.0,,5.7,0.42,7.32782,42.0,8,SUMMER,1999,2.841085879906798,0.13735460658049006,28.1,7.0,5.0,456.0,0.0,5.7,0.42,7.32782,42.0
3144,41008577,08/02/1999,44.3430459185005,-91.9533417612084,1,1,9912012,2.923,0.137,28.2,7.6,5.0,455.0,,5.1,3.0,7.84226,112.0,8,SUMMER,1999,2.923,0.137,28.2,7.6,5.0,455.0,0.0,5.1,3.0,7.84226,112.0
3145,41008578,08/02/1999,44.3448231925803,-91.9508009965394,1,1,9912083,,,28.0,6.8,8.0,450.0,,7.7,3.0,18.04532,99.0,8,SUMMER,1999,2.1494998408502726,0.156500004012178,28.0,6.8,8.0,450.0,0.05364992030063072,7.7,3.0,18.04532,99.0
3146,41008579,08/02/1999,44.3515280652814,-91.9456625227628,1,3,9912049,1.819,0.154,26.4,8.5,15.0,297.0,0.01,25.5,0.3,27.39098,30.0,8,SUMMER,1999,1.819,0.154,26.4,8.5,15.0,297.0,0.01,25.5,0.3,27.39098,30.0
3147,41008580,08/02/1999,44.3501662641749,-91.9444322559782,1,3,9912050,2.025,0.208,29.0,9.6,25.0,294.0,0.0,45.8,0.36,35.53628,36.0,8,SUMMER,1999,2.025,0.208,29.0,9.6,25.0,294.0,0.0,45.8,0.36,35.53628,36.0
3148,41008581,08/02/1999,44.3516717466321,-91.9613438872018,1,2,9912087,,,28.2,7.2,4.0,454.0,0.25,6.1,3.0,8.87114,95.0,8,SUMMER,1999,2.0323810462037875,0.16781753585658296,28.2,7.2,4.0,454.0,0.25,6.1,3.0,8.87114,95.0
3149,41008582,08/03/1999,44.5637128433317,-92.4997049702638,1,3,9912044,2.561,0.133,25.5,7.1,17.0,472.0,0.0,17.5,2.3,29.96318,55.0,8,SUMMER,1999,2.561,0.133,25.5,7.1,17.0,472.0,0.0,17.5,2.3,29.96318,55.0
3150,41008583,08/03/1999,44.3609153832782,-91.9881611989745,1,3,9912038,2.748,0.162,26.0,7.7,6.0,455.0,,7.4,0.92,5.09858,92.0,8,SUMMER,1999,2.748,0.162,26.0,7.7,6.0,455.0,0.010702372964876184,7.4,0.92,5.09858,92.0
3151,41008584,08/03/1999,44.3560033521407,-91.992637566164,1,3,9912040,2.67,0.172,26.4,6.6,5.0,459.0,,4.8,0.74,10.58594,74.0,8,SUMMER,1999,2.67,0.172,26.4,6.6,5.0,459.0,0.022129345775918238,4.8,0.74,10.58594,74.0
3152,41008585,08/03/1999,44.3582813628476,-91.9957356749575,1,3,9912039,2.956,0.166,26.8,7.2,6.0,457.0,,6.6,0.98,10.5002,75.0,8,SUMMER,1999,2.956,0.166,26.8,7.2,6.0,457.0,0.017499999999510414,6.6,0.98,10.5002,75.0
3153,41008586,08/03/1999,44.3618930111541,-91.9969289076165,1,3,9912110,,,26.9,6.3,4.0,458.0,,3.1,1.7,8.52818,167.0,8,SUMMER,1999,2.5351257043321227,0.15988353844038639,26.9,6.3,4.0,458.0,0.02260769028265703,3.1,1.7,8.52818,167.0
3154,41008587,08/03/1999,44.3619314952867,-92.0013205223918,1,3,9912109,,,27.2,6.8,6.0,457.0,,6.4,1.22,10.32872,122.0,8,SUMMER,1999,2.4851725071820705,0.16330994186441294,27.2,6.8,6.0,457.0,0.013203772837057126,6.4,1.22,10.32872,122.0
3155,41008588,08/03/1999,44.3632707514332,-92.0000428049925,1,3,9912037,2.946,0.142,27.1,6.1,7.0,458.0,,7.8,2.1,15.47312,106.0,8,SUMMER,1999,2.946,0.142,27.1,6.1,7.0,458.0,0.006809571239152459,7.8,2.1,15.47312,106.0
3156,41008589,08/03/1999,44.3673598233498,-92.0043659114853,1,2,9912096,,,27.3,6.1,7.0,457.0,,8.0,0.29,16.33052,29.0,8,SUMMER,1999,1.8682033487284748,0.19255574808061568,27.3,6.1,7.0,457.0,0.043704987204104484,8.0,0.29,16.33052,29.0
3157,41008590,08/03/1999,44.3695883074373,-92.0018179602241,1,2,9912027,2.995,0.165,27.2,5.9,8.0,458.0,,9.4,0.23,15.04442,23.0,8,SUMMER,1999,2.995,0.165,27.2,5.9,8.0,458.0,0.11300158591382496,9.4,0.23,15.04442,23.0
3158,41008591,08/03/1999,44.3685666804942,-91.9880294725376,1,1,9912010,2.908,0.189,26.7,6.0,9.0,450.0,,9.2,3.0,22.24658,79.0,8,SUMMER,1999,2.908,0.189,26.7,6.0,9.0,450.0,0.03414213574467145,9.2,3.0,22.24658,79.0
3159,41008592,08/03/1999,44.3630370140767,-91.9736926590694,1,2,9912029,2.868,0.182,27.4,8.4,4.0,449.0,,5.5,0.58,14.95868,58.0,8,SUMMER,1999,2.868,0.182,27.4,8.4,4.0,449.0,0.0499999997478016,5.5,0.58,14.95868,58.0
3160,41008593,08/03/1999,44.3589411386465,-91.9687446841634,1,2,9912017,2.857,0.149,26.9,6.3,9.0,457.0,,8.7,0.97,18.6455,97.0,8,SUMMER,1999,2.857,0.149,26.9,6.3,9.0,457.0,0.20333333410381182,8.7,0.97,18.6455,97.0
3161,41008594,08/03/1999,44.3593172846282,-91.9605813750736,1,1,9912011,2.86,0.141,26.7,6.3,9.0,437.0,,9.9,3.0,28.67708,81.0,8,SUMMER,1999,2.86,0.141,26.7,6.3,9.0,437.0,0.18267022241546005,9.9,3.0,28.67708,81.0
3162,41008595,08/03/1999,44.3611175757731,-91.9605495424933,1,1,9912082,2.244,0.159,26.1,7.4,10.0,344.0,,11.0,2.8,41.3666,72.0,8,SUMMER,1999,2.244,0.159,26.1,7.4,10.0,344.0,0.17732136984995858,11.0,2.8,41.3666,72.0
3163,41008599,08/03/1999,44.3669685179339,-91.9604460660766,1,2,9912097,,,26.0,7.8,13.0,316.0,,13.1,2.5,48.39728,79.0,8,SUMMER,1999,1.7350120464185081,0.16566465893024868,26.0,7.8,13.0,316.0,0.16840201426682178,13.1,2.5,48.39728,79.0
3164,41008600,08/03/1999,44.371446364594,-91.9578565770203,1,2,9912026,1.582,0.143,26.4,8.2,12.0,270.0,,11.5,4.3,37.25108,63.0,8,SUMMER,1999,1.582,0.143,26.4,8.2,12.0,270.0,0.06320158054533867,11.5,4.3,37.25108,63.0
3165,41008601,08/03/1999,44.369668950683,-91.9603982971378,1,3,9912108,,,27.1,9.9,14.0,294.0,,14.1,0.7,42.48122,70.0,8,SUMMER,1999,1.664988630329988,0.160643252117399,27.1,9.9,14.0,294.0,0.10843459071486489,14.1,0.7,42.48122,70.0
3166,41008602,08/03/1999,44.3705862133091,-91.9622647486319,1,3,9912107,,,26.5,8.1,11.0,311.0,,13.1,1.2,38.10848,75.0,8,SUMMER,1999,1.5626297783410257,0.17648133822844164,26.5,8.1,11.0,311.0,0.03413882501225148,13.1,1.2,38.10848,75.0
3167,41008603,08/03/1999,44.3688484233829,-91.9691983872852,1,2,9912028,1.81,0.135,26.3,8.3,12.0,311.0,,12.8,1.6,44.28176,89.0,8,SUMMER,1999,1.81,0.135,26.3,8.3,12.0,311.0,0.018702680696692137,12.8,1.6,44.28176,89.0
3168,41008604,08/03/1999,44.3684096685507,-91.9704611558917,1,1,9912081,,,26.1,8.1,14.0,306.0,,14.9,1.1,45.05342,70.0,8,SUMMER,1999,1.8148161070518571,0.1457654157629746,26.1,8.1,14.0,306.0,0.031666663736698776,14.9,1.1,45.05342,70.0
3169,41008605,08/04/1999,44.571001157558,-92.5197933063945,1,2,9912021,2.286,0.164,26.1,6.6,30.0,392.0,0.43,39.6,2.2,15.98756,32.0,8,SUMMER,1999,2.286,0.164,26.1,6.6,30.0,392.0,0.43,39.6,2.2,15.98756,32.0
3170,41008606,08/04/1999,44.575114737032,-92.5348736301968,1,3,9912032,2.015,0.122,26.3,6.9,31.0,361.0,0.18,41.3,1.0,16.24478,31.0,8,SUMMER,1999,2.015,0.122,26.3,6.9,31.0,361.0,0.18,41.3,1.0,16.24478,31.0
